iter	Logloss
113	0.2937813638
114	0.2935895503
115	0.293435261
116	0.2932661179
117	0.2930468664
118	0.292850433
119	0.2923508463
120	0.2921310923
121	0.2919736188
122	0.2917817305
123	0.2916045226
124	0.2913406698
125	0.2910781458
126	0.2908591645
127	0.290736381
128	0.2905859714
129	0.2903413082
130	0.2901741233
131	0.2898420879
132	0.2896940553
133	0.289444085
134	0.2892670234
135	0.2891453057
136	0.2889995498
137	0.2888342915
138	0.2885213399
139	0.2881966904
140	0.2880128537
141	0.2878195017
142	0.2876778323
143	0.28752691
144	0.2873623265
145	0.2872100971
146	0.2870097112
147	0.2868479501
148	0.2867040203
149	0.2865361733
150	0.2864547791
151	0.2860073237
152	0.2858675104
153	0.2857421196
154	0.2856418203
155	0.285497812
156	0.2853157028
157	0.2851359183
158	0.284975581
159	0.284852678
160	0.2846845441
161	0.2845896863
162	0.2844739151
163	0.2843912472
164	0.2842890691
165	0.2841863291
166	0.2840430341
167	0.2839494201
168	0.2838213567
169	0.283720116
170	0.2835855268
171	0.2834924353
172	0.2833562494
173	0.2832264881
174	0.2831134475
175	0.2827908047
176	0.2826574728
177	0.2825036116
178	0.2824115449
179	0.2822851014
180	0.2821287951
181	0.2819854434
182	0.2818208303
183	0.2817048895
184	0.281597687
185	0.2813205763
186	0.2810399955
187	0.2809397209
188	0.2808179221
189	0.2807396827
190	0.2806003573
191	0.2804665998
192	0.2803910896
193	0.2802800402
194	0.2801732573
195	0.28008516
196	0.2800003103
197	0.2798966642
198	0.279793334
199	0.2796834884
200	0.2795513548
201	0.2794238092
202	0.2793304967
203	0.2792025962
204	0.2790837885
205	0.2789545357
206	0.2788149152
207	0.2787353889
208	0.2786123774
209	0.2785250928
210	0.2784399516
211	0.2782676442
212	0.2780285945
213	0.2779188845
214	0.2778059775
215	0.2777144412
216	0.2775791523
217	0.2774853582
218	0.2773993279
219	0.2772955389
220	0.2771852569
221	0.2770820571
222	0.2769985867
223	0.2768929091
224	0.2768136957
225	0.27675722
226	0.2765473168
227	0.2764547488
228	0.2763407234
229	0.2760955815
230	0.2759406418
231	0.2758517769
232	0.2756795721
233	0.2755421081
234	0.2754450776
235	0.2753465202
236	0.2752174373
237	0.2751146407
238	0.2750732814
239	0.2749659924
240	0.2748742076
241	0.2747550828
242	0.2746803792
243	0.2744696129
244	0.2743644452
245	0.2742533776
246	0.2741573642
247	0.2740659478
248	0.2739361232
249	0.2737514114
250	0.2736641048
251	0.2735502906
252	0.2734413719
253	0.2733194593
254	0.2728615255
255	0.2727312079
256	0.2726130076
257	0.2724895664
258	0.2724087019
259	0.2723037879
260	0.2722170685
261	0.2720653435
262	0.2719206312
263	0.2717867847
264	0.2716644158
265	0.2715246492
266	0.2713454497
267	0.2712381121
268	0.2710572106
269	0.2709525877
270	0.2708603665
271	0.2707329634
272	0.2706512243
273	0.2705085592
274	0.270451521
275	0.2703427034
276	0.2702383059
277	0.2701591561
278	0.270091089
279	0.2700045083
280	0.2698925992
281	0.2697890351
282	0.269713946
283	0.2696233245
284	0.2695227146
285	0.269425369
286	0.2692835267
287	0.2692080355
288	0.2691008566
289	0.2689981795
290	0.2689580634
291	0.2687887243
292	0.2686638835
293	0.2684971551
294	0.26839933
295	0.268300139
296	0.2681921696
297	0.2681130375
298	0.2680000061
299	0.267892554
300	0.2677802242
301	0.2676501796
302	0.267532748
303	0.2674627428
304	0.2671064054
305	0.2668902688
306	0.2667925338
307	0.2666796673
308	0.2665470275
309	0.2664480944
310	0.2663618625
311	0.266237858
312	0.2661424854
313	0.2659976773
314	0.2659027854
315	0.2658292324
316	0.2657547466
317	0.2656890987
318	0.2655858833
319	0.2652508288
320	0.2651493725
321	0.2650688561
322	0.2649955555
323	0.2649091385
324	0.2648046722
325	0.2647181611
326	0.2645826696
327	0.2645151782
328	0.2644012884
329	0.264359755
330	0.2642904997
331	0.2642253078
332	0.2641569652
333	0.2640950273
334	0.264010755
335	0.2639163308
336	0.2638660198
337	0.2637540956
338	0.2636513588
339	0.2635336371
340	0.2634173027
341	0.2632190125
342	0.2631774732
343	0.2629782517
344	0.2629157262
345	0.2627378671
346	0.262673011
347	0.262590031
348	0.2624956787
349	0.2623925938
350	0.2622760586
351	0.262204026
352	0.2621263626
353	0.2620381899
354	0.2619659562
355	0.2618526747
356	0.2617716181
357	0.2616792054
358	0.2616258522
359	0.2615342765
360	0.2614396376
361	0.261305764
362	0.261236211
363	0.2611610557
364	0.2610522066
365	0.2609931104
366	0.2609473941
367	0.2605995161
368	0.2605188912
369	0.2604541894
370	0.260322567
371	0.2602211341
372	0.2601381983
373	0.2600627561
374	0.2600093972
375	0.2599246938
376	0.259866074
377	0.2597969682
378	0.2596950774
379	0.2596670927
380	0.2595869293
381	0.2595243957
382	0.2594452493
383	0.2594145528
384	0.2593298265
385	0.2592439786
386	0.2590922293
387	0.2589770776
388	0.2589172785
389	0.2588642642
390	0.2587936982
391	0.2587188001
392	0.2586418775
393	0.2585733055
394	0.2585023424
395	0.2584185736
396	0.2581640158
397	0.2580496402
398	0.2579637106
399	0.2579040633
400	0.2578141529
401	0.2577495665
402	0.257656467
403	0.2576004699
404	0.2575263925
405	0.257444574
406	0.2572907691
407	0.257203948
408	0.2570922788
409	0.2569157074
410	0.2568103922
411	0.2567432388
412	0.2566802414
413	0.256606966
414	0.2565318667
415	0.2564432407
416	0.256385732
417	0.2563295459
418	0.2562457841
419	0.2560935846
420	0.2560142096
421	0.2559821826
422	0.255897467
423	0.2558551694
424	0.2557607503
425	0.255618588
426	0.2555643935
427	0.2555197217
428	0.2554591502
429	0.2553977016
430	0.2553250295
431	0.255249407
432	0.2549791272
433	0.2549202516
434	0.2547833107
435	0.2547282266
436	0.2546615503
437	0.254593659
438	0.2545245803
439	0.2544490957
440	0.2543585536
441	0.2543260699
442	0.2542527927
443	0.2541721656
444	0.2541117111
445	0.2540318901
446	0.2539845479
447	0.253913918
448	0.2538587789
449	0.2537714757
450	0.2537041505
451	0.2536529813
452	0.2536109401
453	0.2535334651
454	0.2534588604
455	0.2533960832
456	0.2532914611
457	0.2532193099
458	0.2531592354
459	0.2530888663
460	0.2530370959
461	0.2529979467
462	0.2529489397
463	0.2528850949
464	0.2528286086
465	0.2527437009
466	0.2526834172
467	0.2526056912
468	0.252517326
469	0.2524377441
470	0.2523064669
471	0.252262459
472	0.2521403855
473	0.2520715174
474	0.2519709506
475	0.2518853209
476	0.2518042226
477	0.2517059475
478	0.2516409978
479	0.2515241023
480	0.2514367667
481	0.2513393768
482	0.2512915019
483	0.2512399583
484	0.2511705542
485	0.2510586681
486	0.2509780107
487	0.2509046989
488	0.2508539332
489	0.2507466331
490	0.2506382114
491	0.2505511885
492	0.2504921862
493	0.2504512882
494	0.2503753966
495	0.2502857071
496	0.250231621
497	0.250147345
498	0.2501009191
499	0.2500049128
500	0.2498050998
501	0.2496997658
502	0.2496600234
503	0.2496074898
504	0.2495550578
505	0.2494880988
506	0.2494391726
507	0.2493942674
508	0.2493258125
509	0.2492566675
510	0.2491901298
511	0.249078619
512	0.2490112522
513	0.2489881377
514	0.2489423367
515	0.24889995
516	0.248842284
517	0.2487544768
518	0.2486748144
519	0.2485769808
520	0.2485289896
521	0.2484448652
522	0.2482742179
523	0.2482370001
524	0.2481672081
525	0.2481283433
526	0.248077302
527	0.248003846
528	0.2479699787
529	0.2479168522
530	0.2478216866
531	0.2477841818
532	0.2477491848
533	0.2477157322
534	0.2476563678
535	0.2475755551
536	0.2474855894
537	0.2474395088
538	0.2473942313
539	0.2473359448
540	0.2472796496
541	0.2472068166
542	0.2471301968
543	0.2470678758
544	0.2470274056
545	0.2469810996
546	0.2469153855
547	0.2468662404
548	0.2468051658
549	0.2467461761
550	0.2466770346
551	0.246624395
552	0.2465763345
553	0.2465284821
554	0.2464590857
555	0.2463922513
556	0.246327486
557	0.2462374792
558	0.2461835035
559	0.2461251012
560	0.2460620871
561	0.2459986113
562	0.2459226333
563	0.2458784235
564	0.2458212071
565	0.2457671686
566	0.2457361213
567	0.2456784201
568	0.2456015442
569	0.2454881928
570	0.2454504959
571	0.24539423
572	0.2453259283
573	0.2452741707
574	0.2452485003
575	0.2452284871
576	0.2451351483
577	0.2450842375
578	0.2450255286
579	0.244976495
580	0.2449368987
581	0.2448778355
582	0.2448002137
583	0.2447399258
584	0.2446956983
585	0.2446622114
586	0.2445829861
587	0.2445156441
588	0.2444742931
589	0.2444307456
590	0.2444147703
591	0.2443828503
592	0.244302348
593	0.2442768849
594	0.2442069491
595	0.2441602434
596	0.244090497
597	0.2440517231
598	0.2440169342
599	0.2439673546
600	0.243903266
601	0.243870763
602	0.2437627992
603	0.2437168192
604	0.2436757631
605	0.243642037
606	0.2435351455
607	0.2434806875
608	0.2434321706
609	0.2433664486
610	0.2433033164
611	0.2432663736
612	0.2432351366
613	0.2432026401
614	0.243147236
615	0.2430982525
616	0.2430657212
617	0.2430071223
618	0.2429105148
619	0.2428207098
620	0.2427758614
621	0.2427329184
622	0.242711845
623	0.2426425849
624	0.2425934313
625	0.2425479199
626	0.2425012624
627	0.2424465642
628	0.2424000777
629	0.2423365912
630	0.242276762
631	0.2421926494
632	0.2421199301
633	0.2420730087
634	0.2420276601
635	0.2419887408
636	0.2419367106
637	0.2418481052
638	0.241781823
639	0.2417406785
640	0.2416907122
641	0.2416403893
642	0.2415772845
643	0.2415374771
644	0.2414693781
645	0.2413836617
646	0.2413227256
647	0.2412879538
648	0.2412027259
649	0.2411332466
650	0.2410809685
651	0.2410448864
652	0.2409703612
653	0.2409365356
654	0.2408779267
655	0.2407840875
656	0.2407424448
657	0.2407124682
658	0.2406562953
659	0.2405570393
660	0.2404108677
661	0.240351121
662	0.2402797014
663	0.240216586
664	0.2401659427
665	0.2401305059
666	0.24009756
667	0.2400338058
668	0.2399856296
669	0.2399183237
670	0.2398941357
671	0.2398493934
672	0.2397918471
673	0.2397585209
674	0.2396752562
675	0.2396107947
676	0.2395765545
677	0.2395022453
678	0.2394617603
679	0.239377138
680	0.2393494655
681	0.239314353
682	0.2392664967
683	0.2392341308
684	0.2392045664
685	0.239163369
686	0.2391380674
687	0.239057684
688	0.2390103529
689	0.2389604424
690	0.2389372193
691	0.2388662795
692	0.2388491937
693	0.2387838457
694	0.2387612966
695	0.2387062079
696	0.2386373886
697	0.2385644568
698	0.2385028155
699	0.2384455221
700	0.2384254582
701	0.2383900953
702	0.2383243538
703	0.2382791826
704	0.2382549919
705	0.2382142204
706	0.2381867163
707	0.2381567259
708	0.2380801486
709	0.2380445904
710	0.2379820607
711	0.2379369853
712	0.2379055695
713	0.2378467534
714	0.2377909417
715	0.2377495297
716	0.2376922263
717	0.237627425
718	0.2375777117
719	0.2375471432
720	0.2375154302
721	0.2374619961
722	0.2374153738
723	0.2373750334
724	0.2372432597
725	0.2371961644
726	0.2371851215
727	0.2371106507
728	0.2370766065
729	0.23703813
730	0.2370200636
731	0.2369835883
732	0.2369240098
733	0.2369099747
734	0.2368631806
735	0.2367999156
736	0.2367462222
737	0.2367072472
738	0.236670766
739	0.236596086
740	0.2365753258
741	0.2365396573
742	0.2364830456
743	0.2364164446
744	0.2363821101
745	0.2363213284
746	0.2362939889
747	0.2362587191
748	0.2362231535
749	0.2360837453
750	0.2360735871
751	0.2359825144
752	0.2359163993
753	0.2359070206
754	0.2358490469
755	0.2358264792
756	0.2357703501
757	0.2357415878
758	0.2357065904
759	0.235671235
760	0.2356406982
761	0.2355588925
762	0.2354919683
763	0.2354592647
764	0.235406731
765	0.2353715739
766	0.2353582303
767	0.2352970185
768	0.2352823209
769	0.2352403464
770	0.2351589833
771	0.2350835752
772	0.235016023
773	0.2349696627
774	0.2349493332
775	0.2348941827
776	0.2348300329
777	0.2347483618
778	0.2347274447
779	0.2346798181
780	0.2346685632
781	0.234605204
782	0.2345615318
783	0.2345019785
784	0.2344657261
785	0.2344028118
786	0.2343824964
787	0.2342958582
788	0.2342500477
789	0.2342346575
790	0.2341952815
791	0.2341423321
792	0.2340669854
793	0.2340504853
794	0.233975683
795	0.2339391885
796	0.2338869854
797	0.2338330082
798	0.2338019526
799	0.2337577467
800	0.2337324997
801	0.2336663075
802	0.2336218821
803	0.2335715914
804	0.2335466132
805	0.2334938293
806	0.233427706
807	0.2334139912
808	0.2333653458
809	0.2333048507
810	0.2332883252
811	0.2332602867
812	0.2331972448
813	0.2331471211
814	0.23310957
815	0.2330630404
816	0.2330499311
817	0.2329987586
818	0.2329699858
819	0.232927082
820	0.2328878454
821	0.232867485
822	0.2328385937
823	0.2327803484
824	0.232750699
825	0.2327178304
826	0.2326421284
827	0.2326100553
828	0.2325387893
829	0.2324834484
830	0.2324541092
831	0.2324168044
832	0.2323967872
833	0.2323735088
834	0.2323000088
835	0.2322633766
836	0.2322477501
837	0.2321913564
838	0.2321700013
839	0.2321265439
840	0.232099455
841	0.2320658973
842	0.2320093758
843	0.2319531937
844	0.2319246321
845	0.2318606109
846	0.2318119057
847	0.2317793081
848	0.2317543223
849	0.2316843143
850	0.2316165431
851	0.2315763056
852	0.2314859769
853	0.231467542
854	0.2314261831
855	0.2313862551
856	0.2313671793
857	0.2313520256
858	0.2313241747
859	0.2313024443
860	0.2312601465
861	0.2312099793
862	0.2311454195
863	0.2310957886
864	0.2310472713
865	0.2310196491
866	0.2310045003
867	0.2309567258
868	0.230911451
869	0.2308668248
870	0.2308323304
871	0.2308205711
872	0.2307931138
873	0.2307362309
874	0.2306800584
875	0.2306290687
876	0.2305756833
877	0.230542673
878	0.2305243953
879	0.2304738083
880	0.2304558583
881	0.2304020428
882	0.2303431206
883	0.2303104052
884	0.2302726376
885	0.2302350945
886	0.2302035174
887	0.2301936306
888	0.2301140263
889	0.2301031633
890	0.2300879676
891	0.2300448219
892	0.2300129039
893	0.2299542712
894	0.2299160498
895	0.2298801631
896	0.2298241557
897	0.2298070572
898	0.2297788086
899	0.2297240401
900	0.2296930533
901	0.2296676285
902	0.2296501845
903	0.2295682903
904	0.2294910731
905	0.2294229899
906	0.229406993
907	0.2293749513
908	0.2293118895
909	0.2292558044
910	0.2292233244
911	0.2292124756
912	0.2291756625
913	0.229161388
914	0.2291114741
915	0.2291029821
916	0.2290826897
917	0.2290595195
918	0.2290140215
919	0.2289871263
920	0.2289587685
921	0.2289183533
922	0.2288839989
923	0.2288549978
924	0.228830062
925	0.2287925992
926	0.2287471696
927	0.2287257473
928	0.2287137723
929	0.2286820255
930	0.2286353498
931	0.2285810839
932	0.2285435869
933	0.2285301628
934	0.2284335927
935	0.2283684246
936	0.228353816
937	0.2283271386
938	0.22830442
939	0.2282375893
940	0.2281628082
941	0.228154144
942	0.2281214023
943	0.2280913767
944	0.2280528382
945	0.2280273095
946	0.2279591113
947	0.2279279562
948	0.227830431
949	0.2278069345
950	0.2277698071
951	0.2277414065
952	0.2276874308
953	0.22763466
954	0.2275978832
955	0.2275655556
956	0.2275213486
957	0.2275081353
958	0.2274821477
959	0.2274210811
960	0.2273945705
961	0.2273687055
962	0.2273274296
963	0.2273009614
964	0.2272535584
965	0.2272293505
966	0.2271667458
967	0.2271526545
968	0.2271207902
969	0.2270728006
970	0.2270544028
971	0.226943259
972	0.2268971664
973	0.2268559871
974	0.2268388262
975	0.2267708975
976	0.2267241155
977	0.2266763705
978	0.2266228146
979	0.226589025
980	0.2265644324
981	0.2265301562
982	0.2264795431
983	0.2264429005
984	0.2264336058
985	0.2263596716
986	0.2263120418
987	0.2262954126
988	0.226248228
989	0.2262317993
990	0.2261540891
991	0.2261062748
992	0.2260958309
993	0.2260799624
994	0.2260573547
995	0.2260320134
996	0.2259905051
997	0.2259356799
998	0.2258849774
999	0.2258321555
